"CODE","DESCRIPTION","VALID","VALID_THRU"
"71I","Clinic Rural Health Center (RHC) FI Adjustment Claim (Other than QIO or Provider)","1",""
"71J","Clinic Rural Health Center (RHC) Initiated Adjustment Claim/Other","1",""
"71K","Clinic Rural Health Center (RHC) OIG Initiated Adjustment Claim","1",""
"71M","Clinic Rural Health Center (RHC) MSP Initiated Adjustment Claim","1",""
"71O","Clinic Rural Health Center (RHC) Nonpayment/Zero Claims","1",""
"71P","Clinic Rural Health Center (RHC) QIO Adjustment Claim","1",""
"71Q","Clinic Rural Health Center (RHC) Reopening/Adjustment","1",""
"71X","Clinic Rural Health Center (RHC) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"71Y","Clinic Rural Health Center (RHC) Replacement of Prior Abbreviated Encounter Submission","1",""
"71Z","Clinic Rural Health Center (RHC) New Abbreviated Encounter Submission","1",""
"720","Clinic  Hospital based or Independent Renal Dialysis Center Non-payment/Zero Claim","1",""
"721","Clinic  Hospital based or Independent Renal Dialysis Center Admit Through Discharge","1",""
"722","Clinic  Hospital based or Independent Renal Dialysis Center Interim - First Claim","1",""
"723","Clinic  Hospital based or Independent Renal Dialysis Center Interim-Continuing Claims","1",""
"724","Clinic  Hospital based or Independent Renal Dialysis Center Interim - Last Claim","1",""
"725","Clinic  Hospital based or Independent Renal Dialysis Center Late Charge Only","1",""
"727","Clinic  Hospital based or Independent Renal Dialysis Center Replacement of Prior Claim","1",""
"728","Clinic  Hospital based or Independent Renal Dialysis Center Void/Cancel of Prior Claim","1",""
"729","Clinic  Hospital based or Independent Renal Dialysis Center Final claim for a Home Health PPS Period","1",""
"72A","Clinic  Hospital based or Independent Renal Dialysis Center Admission/Election Notice for Hospice","1",""
"72B","Clinic  Hospital based or Independent Renal Dialysis Center Hospice Termination/ Revocation Notice","1",""
"72C","Clinic  Hospital based or Independent Renal Dialysis Center Hospice Change of Provider Notice","1",""
"72D","Clinic  Hospital based or Independent Renal Dialysis Center Hospice Election Void/Cancel","1",""
"72E","Clinic  Hospital based or Independent Renal Dialysis Center Hospice Change of Ownership","1",""
"72F","Clinic  Hospital based or Independent Renal Dialysis Center Beneficiary Initiated Adjustment Claim","1",""
"72G","Clinic  Hospital based or Independent Renal Dialysis Center CWF Initiated Adjustment Claim","1",""
"72H","Clinic  Hospital based or Independent Renal Dialysis Center CMS Initiated Adjustment Claim","1",""
"72I","Clinic  Hospital based or Independent Renal Dialysis Center FI Adjustment Claim (Other than QIO or Provider)","1",""
"72J","Clinic  Hospital based or Independent Renal Dialysis Center Initiated Adjustment Claim/Other","1",""
"72K","Clinic  Hospital based or Independent Renal Dialysis Center OIG Initiated Adjustment Claim","1",""
"72M","Clinic  Hospital based or Independent Renal Dialysis Center MSP Initiated Adjustment Claim","1",""
"72O","Clinic  Hospital based or Independent Renal Dialysis Center Nonpayment/Zero Claims","1",""
"72P","Clinic  Hospital based or Independent Renal Dialysis Center QIO Adjustment Claim","1",""
"72Q","Clinic  Hospital based or Independent Renal Dialysis Center Reopening/Adjustment","1",""
"72X","Clinic  Hospital based or Independent Renal Dialysis Center Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"72Y","Clinic  Hospital based or Independent Renal Dialysis Center Replacement of Prior Abbreviated Encounter Submission","1",""
"72Z","Clinic  Hospital based or Independent Renal Dialysis Center New Abbreviated Encounter Submission","1",""
"740","Clinic  Other Rehabilitation Facility (ORF) Non-payment/Zero Claim","1",""
"741","Clinic  Other Rehabilitation Facility (ORF) Admit Through Discharge","1",""
"742","Clinic  Other Rehabilitation Facility (ORF) Interim - First Claim","1",""
"743","Clinic  Other Rehabilitation Facility (ORF) Interim-Continuing Claims","1",""
"744","Clinic  Other Rehabilitation Facility (ORF) Interim - Last Claim","1",""
"745","Clinic  Other Rehabilitation Facility (ORF) Late Charge Only","1",""
"747","Clinic  Other Rehabilitation Facility (ORF) Replacement of Prior Claim","1",""
"748","Clinic  Other Rehabilitation Facility (ORF) Void/Cancel of Prior Claim","1",""
"749","Clinic  Other Rehabilitation Facility (ORF) Final claim for a Home Health PPS Period","1",""
"74A","Clinic  Other Rehabilitation Facility (ORF) Admission/Election Notice for Hospice","1",""
"74B","Clinic  Other Rehabilitation Facility (ORF) Hospice Termination/ Revocation Notice","1",""
"74C","Clinic  Other Rehabilitation Facility (ORF) Hospice Change of Provider Notice","1",""
"74D","Clinic  Other Rehabilitation Facility (ORF) Hospice Election Void/Cancel","1",""
"74E","Clinic  Other Rehabilitation Facility (ORF) Hospice Change of Ownership","1",""
"74F","Clinic  Other Rehabilitation Facility (ORF) Beneficiary Initiated Adjustment Claim","1",""
"74G","Clinic  Other Rehabilitation Facility (ORF) CWF Initiated Adjustment Claim","1",""
"74H","Clinic  Other Rehabilitation Facility (ORF) CMS Initiated Adjustment Claim","1",""
"74I","Clinic  Other Rehabilitation Facility (ORF) FI Adjustment Claim (Other than QIO or Provider)","1",""
"74J","Clinic  Other Rehabilitation Facility (ORF) Initiated Adjustment Claim/Other","1",""
"74K","Clinic  Other Rehabilitation Facility (ORF) OIG Initiated Adjustment Claim","1",""
"74M","Clinic  Other Rehabilitation Facility (ORF) MSP Initiated Adjustment Claim","1",""
"74O","Clinic  Other Rehabilitation Facility (ORF) Nonpayment/Zero Claims","1",""
"74P","Clinic  Other Rehabilitation Facility (ORF) QIO Adjustment Claim","1",""
"74Q","Clinic  Other Rehabilitation Facility (ORF) Reopening/Adjustment","1",""
"74X","Clinic  Other Rehabilitation Facility (ORF) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"74Y","Clinic  Other Rehabilitation Facility (ORF) Replacement of Prior Abbreviated Encounter Submission","1",""
"74Z","Clinic  Other Rehabilitation Facility (ORF) New Abbreviated Encounter Submission","1",""
"750","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Non-payment/Zero Claim","1",""
"751","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Admit Through Discharge","1",""
"752","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Interim - First Claim","1",""
"753","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Interim-Continuing Claims","1",""
"754","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Interim - Last Claim","1",""
"755","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Late Charge Only","1",""
"757","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Replacement of Prior Claim","1",""
"758","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Void/Cancel of Prior Claim","1",""
"759","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Final claim for a Home Health PPS Period","1",""
"75A","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Admission/Election Notice for Hospice","1",""
"75B","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Hospice Termination/ Revocation Notice","1",""
"75C","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Hospice Change of Provider Notice","1",""
"75D","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Hospice Election Void/Cancel","1",""
"75E","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Hospice Change of Ownership","1",""
"75F","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Beneficiary Initiated Adjustment Claim","1",""
"75G","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) CWF Initiated Adjustment Claim","1",""
"75H","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) CMS Initiated Adjustment Claim","1",""
"75I","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) FI Adjustment Claim (Other than QIO or Provider)","1",""
"75J","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Initiated Adjustment Claim/Other","1",""
"75K","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) OIG Initiated Adjustment Claim","1",""
"75M","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) MSP Initiated Adjustment Claim","1",""
"75O","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Nonpayment/Zero Claims","1",""
"75P","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) QIO Adjustment Claim","1",""
"75Q","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Reopening/Adjustment","1",""
"75X","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"75Y","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Replacement of Prior Abbreviated Encounter Submission","1",""
"75Z","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) New Abbreviated Encounter Submission","1",""
"760","Clinic Community Mental Health Center (CMHC) Non-payment/Zero Claim","1",""
"761","Clinic Community Mental Health Center (CMHC) Admit Through Discharge","1",""
"762","Clinic Community Mental Health Center (CMHC) Interim - First Claim","1",""
"763","Clinic Community Mental Health Center (CMHC) Interim-Continuing Claims","1",""
"764","Clinic Community Mental Health Center (CMHC) Interim - Last Claim","1",""
"765","Clinic Community Mental Health Center (CMHC) Late Charge Only","1",""
"767","Clinic Community Mental Health Center (CMHC) Replacement of Prior Claim","1",""
"768","Clinic Community Mental Health Center (CMHC) Void/Cancel of Prior Claim","1",""
"769","Clinic Community Mental Health Center (CMHC) Final claim for a Home Health PPS Period","1",""
"76A","Clinic Community Mental Health Center (CMHC) Admission/Election Notice for Hospice","1",""
"76B","Clinic Community Mental Health Center (CMHC) Hospice Termination/ Revocation Notice","1",""
"76C","Clinic Community Mental Health Center (CMHC) Hospice Change of Provider Notice","1",""
"76D","Clinic Community Mental Health Center (CMHC) Hospice Election Void/Cancel","1",""
"76E","Clinic Community Mental Health Center (CMHC) Hospice Change of Ownership","1",""
"76F","Clinic Community Mental Health Center (CMHC) Beneficiary Initiated Adjustment Claim","1",""
"76G","Clinic Community Mental Health Center (CMHC) CWF Initiated Adjustment Claim","1",""
"76H","Clinic Community Mental Health Center (CMHC) CMS Initiated Adjustment Claim","1",""
"76I","Clinic Community Mental Health Center (CMHC) FI Adjustment Claim (Other than QIO or Provider)","1",""
"76J","Clinic Community Mental Health Center (CMHC) Initiated Adjustment Claim/Other","1",""
"76K","Clinic Community Mental Health Center (CMHC) OIG Initiated Adjustment Claim","1",""
"76M","Clinic Community Mental Health Center (CMHC) MSP Initiated Adjustment Claim","1",""
"76O","Clinic Community Mental Health Center (CMHC) Nonpayment/Zero Claims","1",""
"76P","Clinic Community Mental Health Center (CMHC) QIO Adjustment Claim","1",""
"76Q","Clinic Community Mental Health Center (CMHC) Reopening/Adjustment","1",""
"76X","Clinic Community Mental Health Center (CMHC) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"76Y","Clinic Community Mental Health Center (CMHC) Replacement of Prior Abbreviated Encounter Submission","1",""
"76Z","Clinic Community Mental Health Center (CMHC) New Abbreviated Encounter Submission","1",""
"770","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Non-payment/Zero Claim","1",""
"771","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Admit Through Discharge","1",""
"772","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Interim - First Claim","1",""
"773","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Interim-Continuing Claims","1",""
"774","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Interim - Last Claim","1",""
"775","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Late Charge Only","1",""
"777","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Replacement of Prior Claim","1",""
"778","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Void/Cancel of Prior Claim","1",""
"779","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Final claim for a Home Health PPS Period","1",""
"77A","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Admission/Election Notice for Hospice","1",""
"77B","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Hospice Termination/ Revocation Notice","1",""
"77C","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Hospice Change of Provider Notice","1",""
"77D","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Hospice Election Void/Cancel","1",""
"77E","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Hospice Change of Ownership","1",""
"77F","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Beneficiary Initiated Adjustment Claim","1",""
"77G","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) CWF Initiated Adjustment Claim","1",""
"77H","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) CMS Initiated Adjustment Claim","1",""
"77I","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) FI Adjustment Claim (Other than QIO or Provider)","1",""
"77J","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Initiated Adjustment Claim/Other","1",""
"77K","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) OIG Initiated Adjustment Claim","1",""
"77M","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) MSP Initiated Adjustment Claim","1",""
"77O","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Nonpayment/Zero Claims","1",""
"77P","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) QIO Adjustment Claim","1",""
"77Q","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Reopening/Adjustment","1",""
"77X","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"77Y","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Replacement of Prior Abbreviated Encounter Submission","1",""
"77Z","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) New Abbreviated Encounter Submission","1",""
"790","Clinic Other Non-payment/Zero Claim","1",""
"791","Clinic Other Admit Through Discharge","1",""
"792","Clinic Other Interim - First Claim","1",""
"793","Clinic Other Interim-Continuing Claims","1",""
"794","Clinic Other Interim - Last Claim","1",""
"795","Clinic Other Late Charge Only","1",""
"797","Clinic Other Replacement of Prior Claim","1",""
"798","Clinic Other Void/Cancel of Prior Claim","1",""
"799","Clinic Other Final claim for a Home Health PPS Period","1",""
"79A","Clinic Other Admission/Election Notice for Hospice","1",""
"79B","Clinic Other Hospice Termination/ Revocation Notice","1",""
"79C","Clinic Other Hospice Change of Provider Notice","1",""
"79D","Clinic Other Hospice Election Void/Cancel","1",""
"79E","Clinic Other Hospice Change of Ownership","1",""
"79F","Clinic Other Beneficiary Initiated Adjustment Claim","1",""
"79G","Clinic Other CWF Initiated Adjustment Claim","1",""
"79H","Clinic Other CMS Initiated Adjustment Claim","1",""
"79I","Clinic Other FI Adjustment Claim (Other than QIO or Provider)","1",""
"79J","Clinic Other Initiated Adjustment Claim/Other","1",""
"79K","Clinic Other OIG Initiated Adjustment Claim","1",""
"79M","Clinic Other MSP Initiated Adjustment Claim","1",""
"79O","Clinic Other Nonpayment/Zero Claims","1",""
"79P","Clinic Other QIO Adjustment Claim","1",""
"79Q","Clinic Other Reopening/Adjustment","1",""
"79X","Clinic Other Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"79Y","Clinic Other Replacement of Prior Abbreviated Encounter Submission","1",""
"79Z","Clinic Other New Abbreviated Encounter Submission","1",""
"810","Special facility or hospital Hospice (non-hospital based) Non-payment/Zero Claim","1",""
"811","Special facility or hospital Hospice (non-hospital based) Admit Through Discharge","1",""
"812","Special facility or hospital Hospice (non-hospital based) Interim - First Claim","1",""
"813","Special facility or hospital Hospice (non-hospital based) Interim-Continuing Claims","1",""
"814","Special facility or hospital Hospice (non-hospital based) Interim - Last Claim","1",""
"815","Special facility or hospital Hospice (non-hospital based) Late Charge Only","1",""
"817","Special facility or hospital Hospice (non-hospital based) Replacement of Prior Claim","1",""
"818","Special facility or hospital Hospice (non-hospital based) Void/Cancel of Prior Claim","1",""
"819","Special facility or hospital Hospice (non-hospital based) Final claim for a Home Health PPS Period","1",""
"81A","Special facility or hospital Hospice (non-hospital based) Admission/Election Notice for Hospice","1",""
"81B","Special facility or hospital Hospice (non-hospital based) Hospice Termination/ Revocation Notice","1",""
"81C","Special facility or hospital Hospice (non-hospital based) Hospice Change of Provider Notice","1",""
"81D","Special facility or hospital Hospice (non-hospital based) Hospice Election Void/Cancel","1",""
"81E","Special facility or hospital Hospice (non-hospital based) Hospice Change of Ownership","1",""
"81F","Special facility or hospital Hospice (non-hospital based) Beneficiary Initiated Adjustment Claim","1",""
"81G","Special facility or hospital Hospice (non-hospital based) CWF Initiated Adjustment Claim","1",""
"81H","Special facility or hospital Hospice (non-hospital based) CMS Initiated Adjustment Claim","1",""
"81I","Special facility or hospital Hospice (non-hospital based) FI Adjustment Claim (Other than QIO or Provider)","1",""
"81J","Special facility or hospital Hospice (non-hospital based) Initiated Adjustment Claim/Other","1",""
"81K","Special facility or hospital Hospice (non-hospital based) OIG Initiated Adjustment Claim","1",""
"81M","Special facility or hospital Hospice (non-hospital based) MSP Initiated Adjustment Claim","1",""
"81O","Special facility or hospital Hospice (non-hospital based) Nonpayment/Zero Claims","1",""
"81P","Special facility or hospital Hospice (non-hospital based) QIO Adjustment Claim","1",""
"81Q","Special facility or hospital Hospice (non-hospital based) Reopening/Adjustment","1",""
"81X","Special facility or hospital Hospice (non-hospital based) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"81Y","Special facility or hospital Hospice (non-hospital based) Replacement of Prior Abbreviated Encounter Submission","1",""
"81Z","Special facility or hospital Hospice (non-hospital based) New Abbreviated Encounter Submission","1",""
"820","Special facility or hospital Hospice (hospital based) Non-payment/Zero Claim","1",""
"821","Special facility or hospital Hospice (hospital based) Admit Through Discharge","1",""
"822","Special facility or hospital Hospice (hospital based) Interim - First Claim","1",""
"823","Special facility or hospital Hospice (hospital based) Interim-Continuing Claims","1",""
"824","Special facility or hospital Hospice (hospital based) Interim - Last Claim","1",""
"825","Special facility or hospital Hospice (hospital based) Late Charge Only","1",""
"827","Special facility or hospital Hospice (hospital based) Replacement of Prior Claim","1",""
"828","Special facility or hospital Hospice (hospital based) Void/Cancel of Prior Claim","1",""
"829","Special facility or hospital Hospice (hospital based) Final claim for a Home Health PPS Period","1",""
"82A","Special facility or hospital Hospice (hospital based) Admission/Election Notice for Hospice","1",""
"82B","Special facility or hospital Hospice (hospital based) Hospice Termination/ Revocation Notice","1",""
"82C","Special facility or hospital Hospice (hospital based) Hospice Change of Provider Notice","1",""
"82D","Special facility or hospital Hospice (hospital based) Hospice Election Void/Cancel","1",""
"82E","Special facility or hospital Hospice (hospital based) Hospice Change of Ownership","1",""
"82F","Special facility or hospital Hospice (hospital based) Beneficiary Initiated Adjustment Claim","1",""
"82G","Special facility or hospital Hospice (hospital based) CWF Initiated Adjustment Claim","1",""
"82H","Special facility or hospital Hospice (hospital based) CMS Initiated Adjustment Claim","1",""
"82I","Special facility or hospital Hospice (hospital based) FI Adjustment Claim (Other than QIO or Provider)","1",""
"82J","Special facility or hospital Hospice (hospital based) Initiated Adjustment Claim/Other","1",""
"82K","Special facility or hospital Hospice (hospital based) OIG Initiated Adjustment Claim","1",""
"82M","Special facility or hospital Hospice (hospital based) MSP Initiated Adjustment Claim","1",""
"82O","Special facility or hospital Hospice (hospital based) Nonpayment/Zero Claims","1",""
"82P","Special facility or hospital Hospice (hospital based) QIO Adjustment Claim","1",""
"82Q","Special facility or hospital Hospice (hospital based) Reopening/Adjustment","1",""
"82X","Special facility or hospital Hospice (hospital based) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"82Y","Special facility or hospital Hospice (hospital based) Replacement of Prior Abbreviated Encounter Submission","1",""
"82Z","Special facility or hospital Hospice (hospital based) New Abbreviated Encounter Submission","1",""
"830","Special facility or hospital ASC Services to Hospital Outpatients Non-payment/Zero Claim","1",""
"831","Special facility or hospital ASC Services to Hospital Outpatients Admit Through Discharge","1",""
"832","Special facility or hospital ASC Services to Hospital Outpatients Interim - First Claim","1",""
"833","Special facility or hospital ASC Services to Hospital Outpatients Interim-Continuing Claims","1",""
"834","Special facility or hospital ASC Services to Hospital Outpatients Interim - Last Claim","1",""
"835","Special facility or hospital ASC Services to Hospital Outpatients Late Charge Only","1",""
"837","Special facility or hospital ASC Services to Hospital Outpatients Replacement of Prior Claim","1",""
"838","Special facility or hospital ASC Services to Hospital Outpatients Void/Cancel of Prior Claim","1",""
"839","Special facility or hospital ASC Services to Hospital Outpatients Final claim for a Home Health PPS Period","1",""
"83A","Special facility or hospital ASC Services to Hospital Outpatients Admission/Election Notice for Hospice","1",""
"83B","Special facility or hospital ASC Services to Hospital Outpatients Hospice Termination/ Revocation Notice","1",""
"83C","Special facility or hospital ASC Services to Hospital Outpatients Hospice Change of Provider Notice","1",""
"83D","Special facility or hospital ASC Services to Hospital Outpatients Hospice Election Void/Cancel","1",""
"83E","Special facility or hospital ASC Services to Hospital Outpatients Hospice Change of Ownership","1",""
"83F","Special facility or hospital ASC Services to Hospital Outpatients Beneficiary Initiated Adjustment Claim","1",""
"83G","Special facility or hospital ASC Services to Hospital Outpatients CWF Initiated Adjustment Claim","1",""
"83H","Special facility or hospital ASC Services to Hospital Outpatients CMS Initiated Adjustment Claim","1",""
"83I","Special facility or hospital ASC Services to Hospital Outpatients FI Adjustment Claim (Other than QIO or Provider)","1",""
"83J","Special facility or hospital ASC Services to Hospital Outpatients Initiated Adjustment Claim/Other","1",""
"83K","Special facility or hospital ASC Services to Hospital Outpatients OIG Initiated Adjustment Claim","1",""
"83M","Special facility or hospital ASC Services to Hospital Outpatients MSP Initiated Adjustment Claim","1",""
"83O","Special facility or hospital ASC Services to Hospital Outpatients Nonpayment/Zero Claims","1",""
"83P","Special facility or hospital ASC Services to Hospital Outpatients QIO Adjustment Claim","1",""
"83Q","Special facility or hospital ASC Services to Hospital Outpatients Reopening/Adjustment","1",""
"83X","Special facility or hospital ASC Services to Hospital Outpatients Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"83Y","Special facility or hospital ASC Services to Hospital Outpatients Replacement of Prior Abbreviated Encounter Submission","1",""
"83Z","Special facility or hospital ASC Services to Hospital Outpatients New Abbreviated Encounter Submission","1",""
"840","Special facility or hospital Free Standing Birthing Center Non-payment/Zero Claim","1",""
"841","Special facility or hospital Free Standing Birthing Center Admit Through Discharge","1",""
"842","Special facility or hospital Free Standing Birthing Center Interim - First Claim","1",""
"843","Special facility or hospital Free Standing Birthing Center Interim-Continuing Claims","1",""
"844","Special facility or hospital Free Standing Birthing Center Interim - Last Claim","1",""
"845","Special facility or hospital Free Standing Birthing Center Late Charge Only","1",""
"847","Special facility or hospital Free Standing Birthing Center Replacement of Prior Claim","1",""
"848","Special facility or hospital Free Standing Birthing Center Void/Cancel of Prior Claim","1",""
"849","Special facility or hospital Free Standing Birthing Center Final claim for a Home Health PPS Period","1",""
"84A","Special facility or hospital Free Standing Birthing Center Admission/Election Notice for Hospice","1",""
"84B","Special facility or hospital Free Standing Birthing Center Hospice Termination/ Revocation Notice","1",""
"84C","Special facility or hospital Free Standing Birthing Center Hospice Change of Provider Notice","1",""
"84D","Special facility or hospital Free Standing Birthing Center Hospice Election Void/Cancel","1",""
"84E","Special facility or hospital Free Standing Birthing Center Hospice Change of Ownership","1",""
"84F","Special facility or hospital Free Standing Birthing Center Beneficiary Initiated Adjustment Claim","1",""
"84G","Special facility or hospital Free Standing Birthing Center CWF Initiated Adjustment Claim","1",""
"84H","Special facility or hospital Free Standing Birthing Center CMS Initiated Adjustment Claim","1",""
"84I","Special facility or hospital Free Standing Birthing Center FI Adjustment Claim (Other than QIO or Provider)","1",""
"84J","Special facility or hospital Free Standing Birthing Center Initiated Adjustment Claim/Other","1",""
"84K","Special facility or hospital Free Standing Birthing Center OIG Initiated Adjustment Claim","1",""
"84M","Special facility or hospital Free Standing Birthing Center MSP Initiated Adjustment Claim","1",""
"84O","Special facility or hospital Free Standing Birthing Center Nonpayment/Zero Claims","1",""
"84P","Special facility or hospital Free Standing Birthing Center QIO Adjustment Claim","1",""
"84Q","Special facility or hospital Free Standing Birthing Center Reopening/Adjustment","1",""
"84X","Special facility or hospital Free Standing Birthing Center Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"84Y","Special facility or hospital Free Standing Birthing Center Replacement of Prior Abbreviated Encounter Submission","1",""
"84Z","Special facility or hospital Free Standing Birthing Center New Abbreviated Encounter Submission","1",""
"850","Special facility or hospital CAH Non-payment/Zero Claim","1",""
"851","Special facility or hospital CAH Admit Through Discharge","1",""
"852","Special facility or hospital CAH Interim - First Claim","1",""
"853","Special facility or hospital CAH Interim-Continuing Claims","1",""
"854","Special facility or hospital CAH Interim - Last Claim","1",""
"855","Special facility or hospital CAH Late Charge Only","1",""
"857","Special facility or hospital CAH Replacement of Prior Claim","1",""
"858","Special facility or hospital CAH Void/Cancel of Prior Claim","1",""
"859","Special facility or hospital CAH Final claim for a Home Health PPS Period","1",""
"85A","Special facility or hospital CAH Admission/Election Notice for Hospice","1",""
"85B","Special facility or hospital CAH Hospice Termination/ Revocation Notice","1",""
"85C","Special facility or hospital CAH Hospice Change of Provider Notice","1",""
"85D","Special facility or hospital CAH Hospice Election Void/Cancel","1",""
"85E","Special facility or hospital CAH Hospice Change of Ownership","1",""
"85F","Special facility or hospital CAH Beneficiary Initiated Adjustment Claim","1",""
"85G","Special facility or hospital CAH CWF Initiated Adjustment Claim","1",""
"85H","Special facility or hospital CAH CMS Initiated Adjustment Claim","1",""
"85I","Special facility or hospital CAH FI Adjustment Claim (Other than QIO or Provider)","1",""
"85J","Special facility or hospital CAH Initiated Adjustment Claim/Other","1",""
"85K","Special facility or hospital CAH OIG Initiated Adjustment Claim","1",""
"85M","Special facility or hospital CAH MSP Initiated Adjustment Claim","1",""
"85O","Special facility or hospital CAH Nonpayment/Zero Claims","1",""
"85P","Special facility or hospital CAH QIO Adjustment Claim","1",""
"85Q","Special facility or hospital CAH Reopening/Adjustment","1",""
"85X","Special facility or hospital CAH Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"85Y","Special facility or hospital CAH Replacement of Prior Abbreviated Encounter Submission","1",""
"85Z","Special facility or hospital CAH New Abbreviated Encounter Submission","1",""
"860","Special facility or hospital Residential Facility (not used for Medicare) Non-payment/Zero Claim","1",""
"861","Special facility or hospital Residential Facility (not used for Medicare) Admit Through Discharge","1",""
"862","Special facility or hospital Residential Facility (not used for Medicare) Interim - First Claim","1",""
"863","Special facility or hospital Residential Facility (not used for Medicare) Interim-Continuing Claims","1",""
"864","Special facility or hospital Residential Facility (not used for Medicare) Interim - Last Claim","1",""
"865","Special facility or hospital Residential Facility (not used for Medicare) Late Charge Only","1",""
"867","Special facility or hospital Residential Facility (not used for Medicare) Replacement of Prior Claim","1",""
"868","Special facility or hospital Residential Facility (not used for Medicare) Void/Cancel of Prior Claim","1",""
"869","Special facility or hospital Residential Facility (not used for Medicare) Final claim for a Home Health PPS Period","1",""
"86A","Special facility or hospital Residential Facility (not used for Medicare) Admission/Election Notice for Hospice","1",""
"86B","Special facility or hospital Residential Facility (not used for Medicare) Hospice Termination/ Revocation Notice","1",""
"86C","Special facility or hospital Residential Facility (not used for Medicare) Hospice Change of Provider Notice","1",""
"86D","Special facility or hospital Residential Facility (not used for Medicare) Hospice Election Void/Cancel","1",""
"86E","Special facility or hospital Residential Facility (not used for Medicare) Hospice Change of Ownership","1",""
"86F","Special facility or hospital Residential Facility (not used for Medicare) Beneficiary Initiated Adjustment Claim","1",""
"86G","Special facility or hospital Residential Facility (not used for Medicare) CWF Initiated Adjustment Claim","1",""
"86H","Special facility or hospital Residential Facility (not used for Medicare) CMS Initiated Adjustment Claim","1",""
"86I","Special facility or hospital Residential Facility (not used for Medicare) FI Adjustment Claim (Other than QIO or Provider)","1",""
"86J","Special facility or hospital Residential Facility (not used for Medicare) Initiated Adjustment Claim/Other","1",""
